id;name;used
7557709;Stadtverkehr Hollabrunn 2: Hollabrunn Krankenhaus - Magersdorf - Hollabrunn Bahnhof (über Hollabrunn Neue Mittelschule);
7558172;Stadtverkehr Stockerau 1: Stockerau Gymnasiumweg => Bahnhof;
7558173;Stadtverkehr Stockerau 1: Stockerau Gymnasiumweg => Bahnhof (direkt);
7558174;Stadtverkehr Stockerau 1: Stockerau Zum Spitzgarten => Gymnasium;
7558175;Stadtverkehr Stockerau 1: Stockerau Bahnhof => Gymnasium (direkt);
7558176;Stadtverkehr Stockerau 1: Stockerau Bahnhof => Gymnasium (über Nikolaus-Heid-Straße);
7558383;Bus 825: Stockerau Bahnhof => Oberzögersdorf Ortsmitte (über Stockerau Unter den Linden/Gymnasium);
7558384;Bus 825: Stockerau Bahnhof => Oberzögersdorf Ortsmitte (über Stockerau Rathausplatz);
7558385;Bus 825: Oberzögersdorf Ortsmitte => Stockerau Judithastraße;
7558386;Bus 825: Oberzögersdorf Ortsmitte => Stockerau Bahnhof;
7558823;Bus 810: Hollabrunn HTL => Großmugl Gemeindeamt;
7558824;Bus 810: Hollabrunn HTL => Großmugl Volksschule;
7558825;Bus 810: Hollabrunn Bahnhof => Hollabrunn Mühlgasse/HLW;
7558826;Bus 810: Hollabrunn Bahnhof => Hollabrunn Gymnasium;
7558827;Bus 810: Hollabrunn Bahnhof => Hollabrunn Kirchenplatz;
7558830;Bus 810: Hollabrunn Bahnhof => Großmugl Volksschule;
7558831;Bus 810: Weyerburg Ort => Großmugl Volksschule;
7558834;Bus 810: Hollabrunn Bahnhof => Großmugl Volksschule (über Hollabrunn Neue Mittelschule);
7559192;Bus 810: Ernstbrunn Hauptplatz => Hollabrunn Bahnhof;
7559193;Bus 810: Großmugl Volksschule => Hollabrunn Bahnhof;
7559194;Bus 810: Hollabrunn Mühlgasse/HLW => Hollabrunn Bahnhof;
7559195;Bus 810: Großmugl Volksschule => Füllersdorf Ort;
7559266;Bus 817: Limberg-Maissau Bahnhof => Straning Ortsmitte;
7559267;Bus 817: Maissau Wiener Straße => Limberg-Maissau Bahnhof;
7559268;Bus 817: Maissau Wiener Straße => Straning Ortsmitte;
7559269;Bus 817: Straning Ortsmitte => Maissau Wiener Straße;
7578016;Bus 28: Europark => Grödig Hangenden Stein;
7578017;Bus 34: Europark => Christian-Doppler-Klinik;
7603086;Bus 449: Mauerbach => Tulln (über Tulbing Volksschule);
7632222;Bus 152: Hof Hinterschroffenau => Koppl Sperrbrücke;
7632223;Bus 152: Koppl Sperrbrücke => Hof Hinterschroffenau;
7632246;Bus 140: Salzburg => Mondsee;
7634179;Bus 140: Mondsee => Salzburg;
7638403;Bus 801: Großweikersdorf Hauptplatz => Absdorf-Hippersdorf Bahnhof;
7638410;Bus 801: Großweikersdorf Neue Mittelschule => Niederrußbach Herrengasse;
7638411;Bus 801: Großweikersdorf Hauptplatz => Tiefenthal Ort;
7638412;Bus 801: Großweikersdorf Hauptplatz => Zaußenberg;
7638448;Bus 801: Tiefenthal Ort => Kirchberg am Wagram Bahnhof;
7638450;Bus 801: Tiefenthal Ort => Absdorf-Hippersdorf Bahnhof;
7638516;Bus 801: Unterstockstall Herrenstraße => Absdorf-Hippersdorf Bahnhof;
7638517;Bus 801: Kirchberg am Wagram Bahnhof => Absdorf-Hippersdorf Bahnhof;
7638538;Bus 801: Absdorf-Hippersdorf Bahnhof => Großweikersdorf Neue Mittelschule;
7638585;Bus 801: Tiefenthal Ort => Großweikersdorf Neue Mittelschule;
7638586;Bus 801: Absdorf-Hippersdorf Bahnhof => Tiefenthal Ort;
7638602;Bus 801: Kirchberg am Wagram Bahnhof => Großwiesendorf Unterer Wiesenboden;
7638603;Bus 801: Absdorf-Hippersdorf Bahnhof => Großwiesendorf Unterer Wiesenboden;
7638672;Bus 801: Absdorf-Hippersdorf Bahnhof => Kirchberg am Wagram Bahnhof;
7638673;Bus 801: Absdorf-Hippersdorf Bahnhof => Großwiesendorf Unterer Wiesenboden (über Kirchberg am Wagram Bahnhof);
7640743;Bus 864: Kirchberg am Wagram Bahnhof => Stettenhof Gösinger Straße;
7640745;Bus 864: Kirchberg am Wagram Bahnhof => Wagram am Wagram Neue Mittelschule;
7640747;Bus 864: Fels am Wagram Schulen => Wagram am Wagram Neue Mittelschule;
7640765;Bus 864: Fels am Wagram Hauptplatz => Wagram am Wagram Neue Mittelschule;
7640788;Bus 864: Kirchberg am Wagram Bahnhof => Grafenwörth Marktplatz;
7640844;Bus 864: Kirchberg am Wagram Bahnhof => Ronthal Ortsmitte;
7640845;Bus 864: Kirchberg am Wagram Bahnhof => Stettenhof Gösinger Straße (über Mallon Kapelle, Fels am Wagram Wiener Straße und Fels am Wagram Schulen);
7640846;Bus 864: Kirchberg am Wagram Bahnhof => Stettenhof Gösinger Straße (über Mallon Kapelle und Fels am Wagram Schulen);
7640865;Bus 864: Thürnthal Kellergasse => Fels am Wagram Hauptplatz;
7640883;Bus 864: Ronthal Ortsmitte => Kirchberg am Wagram Bahnhof;
7640899;Bus 864: Stettenhof Gösinger Straße => Fels am Wagram Schulen (über Fels am Wagram Hauptplatz);
7640902;Bus 864: Stettenhof Gösinger Straße => Fels am Wagram Schulen;
7640907;Bus 864: Stettenhof Gösinger Straße => Kirchberg am Wagram Bahnhof;
7640917;Bus 864: Stettenhof Gösinger Straße => Kirchberg am Wagram Bahnhof (über Engelmannsbrunn Schule);
7640942;Bus 864: Stettenhof Gösinger Straße => Kirchberg am Wagram Bahnhof (über Feuersbrunn Neufang);
7640954;Bus 864: Wagram am Wagram Neue Mittelschule => Thürnthal Kellergasse (über Fels am Wagram Wiener Straße);
7640955;Bus 864: Fels am Wagram Schulen => Thürnthal Kellergasse;
7640956;Bus 864: Wagram am Wagram Neue Mittelschule => Thürnthal Kellergasse (über Fels am Wagram Bahnstraße);
7712851;Bus 803: Hollabrunn Mittelschule => Großweikersdorf Bahnhof;
7712852;Bus 803: Hollabrunn Mittelschule => Ruppersthal Ortsmitte;
7712853;Bus 803: Hollabrunn Mittelschule => Kirchberg am Wagram Bahnhof;
7712884;Bus 803: Hollabrunn Hauptplatz => Ruppersthal Ortsmitte (über Großwetzdorf Ortsmitte);
7712885;Bus 803: Hollabrunn Hauptplatz => Kirchberg am Wagram Bahnhof;
7712901;Bus 803: Hollabrunn Hauptplatz => Kirchberg am Wagram Marktplatz;
7712906;Bus 803: Hollabrunn Hauptplatz => Kirchberg am Wagram Bahnhof (über Baumgarten/Wagram Bundesstraße, nicht über Wolfsbrunn Ortsmitte);
7713179;Bus 803: Hollabrunn Hauptplatz => Großweikersdorf Bahnhof (nicht über Wolfsbrunn Ortsmitte);
7713180;Bus 803: Hollabrunn Hauptplatz => Kirchberg am Wagram Bahnhof (nicht über Wolfsbrunn Ortsmitte);
7713204;Bus 803: Gaindorf Kirche => Großweikersdorf Bahnhof;
7713205;Bus 803: Großweikersdorf Neue Mittelschule => Ruppersthal Kirchberger Straße;
7713210;Bus 803: Oberthern Ortsmitte => Großweikersdorf Neue Mittelschule;
7713550;Bus 803: Kirchberg am Wagram Marktplatz => Hollabrunn Bahnhof (über Kirchberg am Wagram Bahnhof und Großwetzdorf Ortsmitte);
7713551;Bus 803: Mitterstockstall Mühlweg => Hollabrunn Bahnhof;
7713615;Bus 803: Kirchberg am Wagram Bahnhof => Großweikersdorf Hauptplatz;
7713616;Bus 803: Kirchberg am Wagram Marktplatz => Hollabrunn Bahnhof (über Unterthern Ortsmitte);
7713639;Bus 803: Kirchberg am Wagram Bahnhof => Großweikersdorf Neue Mittelschule;
7713640;Bus 803: Ruppersthal Ortsmitte => Großweikersdorf Hauptplatz;
7713672;Bus 803: Ruppersthal Kirchberger Straße => Hollabrunn Bahnhof;
7713701;Bus 803: Ruppersthal Ortsmitte => Hollabrunn Znaimer Straße;
7713773;Bus 803: Großweikersdorf Bahnhof => Hollabrunn Bahnhof (nicht über Großweikersdorf Kirchengasse);
7713774;Bus 803: Großweikersdorf Bahnhof => Hollabrunn Hauptplatz (über Großweikersdorf Kirchengasse);
7713775;Bus 803: Großweikersdorf Bahnhof => Hollabrunn Bahnhof (über Großweikersdorf Kirchengasse);
7713777;Bus 803: Großweikersdorf Bahnhof => Hollabrunn Hauptplatz (nicht über Wolfsbrunn Ortsmitte);
7713786;Bus 803: Großweikersdorf Präsident-List-Platz => Hollabrunn Kirchenplatz;
7713822;Bus 803: Großweikersdorf Bahnhof => Gaindorf Kirche;
7715165;Bus 861: Tulln Messegelände => Sachsendorf/Wagram Ortsmitte;
7715166;Bus 861: Tulln Messegelände => Sachsendorf/Wagram Ortsmitte (über Tulln Bundesschulzentrum);
7715221;Bus 861: Tulln Schubertpark => Großriedenthal Neubau;
7715222;Bus 861: Tulln Schubertpark => Großriedenthal Neubau (über Kirchberg am Wagram Schulen);
7715225;Bus 861: Tulln Schubertpark => Kirchberg am Wagram Bahnhof;
7715226;Bus 861: Tulln Schubertpark => Kirchberg am Wagram Bahnhof (über Tulln Bundesschulzentrum und Utzenlaa Ortsmitte);
7715227;Bus 861: Tulln Schubertpark => Kirchberg am Wagram Bahnhof (über Utzenlaa Ortsmitte);
7715265;Bus 861: Kirchberg am Wagram Bahnhof => Großriedenthal Neubau;
7715266;Bus 861: Kirchberg am Wagram Bahnhof => Großriedenthal Neubau (über Kirchberg am Wagram Schulen);
7715267;Bus 861: Tulln Schubertpark => Mollersdorf Ortsmitte;
7715268;Bus 861: Tulln Schubertpark => Kollersdorf/Wagram Ortsmitte;
7715294;Bus 861: Tulln Bundesschulzentrum => Mollersdorf Ortsmitte;
7715419;Bus 861: Großriedenthal Neubau => Kirchberg am Wagram Schulen;
7715420;Bus 861: Großriedenthal Neubau => Kirchberg am Wagram Bahnhof (über Kirchberg am Wagram Marktplatz);
7715421;Bus 861: Großriedenthal Neubau => Kirchberg am Wagram Bahnhof;
7715422;Bus 861: Großriedenthal Neubau => Tulln Messegelände;
7715449;Bus 861: Mollersdorf Ortsmitte => Tulln Wiener Straße;
7715450;Bus 861: Kirchberg am Wagram Bahnhof => Winkl im Felde Ortsmitte;
7715451;Bus 861: Großriedenthal Neubau => Tulln Schubertpark (über Kirchberg am Wagram Marktplatz);
7715498;Bus 861: Kirchberg am Wagram Schulen => Tulln Bundesschulzentrum;
7715499;Bus 861: Kirchberg am Wagram Schulen => Tulln Schubertpark;
7715500;Bus 861: Großriedenthal Neubau => Tulln Schubertpark (über Kirchberg am Wagram Marktplatz);
7723205;Bus 804: Hollabrunn Koliskoplatz => Ravelsbach Hauptplatz;
7723212;Bus 804: Hollabrunn Hauptplatz => Maissau Wiener Straße;
7723245;Bus 804: Hollabrunn Mittelschule => Niederschleinz Am Anger;
7723246;Bus 804: Hollabrunn Mittelschule => Roseldorf bei Sitzendorf Ortsmitte;
7723338;Bus 804: Sitzendorf an der Schmida Klosterplatz => Ziersdorf Bahnhof;
7723372;Bus 804: Sitzendorf an der Schmida Mittelschule => Roseldorf bei Sitzendorf Ortsmitte (über Niederschleinz Am Anger);
7723373;Bus 804: Ziersdorf Bahnhof => Ravelsbach Hauptplatz;
7723374;Bus 804: Hollabrunn Hauptplatz => Ziersdorf Bahnhof;
7723377;Bus 804: Sitzendorf an der Schmida Mittelschule => Roseldorf bei Sitzendorf Ortsmitte;
7723505;Bus 804: Hollabrunn Hauptplatz => Gaindorf Kirche;
7723506;Bus 804: Hollabrunn Hauptplatz => Maissau Wiener Straße;
7723580;Bus 804: Maissau Wiener Straße => Hollabrunn Gschmeidlerstraße;
7723683;Bus 804: Ravelsbach Hauptplatz => Mühlbach Brücke;
7723684;Bus 804: Ravelsbach Hauptplatz => Ziersdorf Bahnhof;
7723685;Bus 804: Ravelsbach Hauptplatz => Hollabrunn Bahnhof;
7723687;Bus 804: Ravelsbach Hauptplatz => Sitzendorf an der Schmida Klosterplatz;
7723705;Bus 804: Niederschleinz Am Anger => Hollabrunn Bahnhof (über Frauendorf an der Schmida Feuerwehr);
7723706;Bus 804: Ziersdorf Bahnhof => Hollabrunn Bahnhof;
7723709;Bus 804: Niederschleinz Am Anger => Hollabrunn Bahnhof;
7723723;Bus 804: Niederschleinz Am Anger => Roseldorf bei Sitzendorf Ortsmitte;
7723725;Bus 804: Roseldorf bei Sitzendorf Ortsmitte => Sitzendorf an der Schmida Mittelschule;
7723734;Bus 804: Roseldorf bei Sitzendorf Ortsmitte => Niederschleinz Am Anger;
7723741;Bus 804: Sitzendorf an der Schmida Mittelschule => Hollabrunn Koliskoplatz;
7727867;Bus 153: Koppl => Thalgau / Oberplainfeld;
7727965;Bus 153: Thalgau / Oberplainfeld => Koppl;
7728593;Bus 143: Hof => Thalgau;
7728692;Bus 143: Thalgau => Hof;
7733006;Bus 147: Thalgau => Neumarkt;
7733041;Bus 147: Neumarkt => Thalgau;
7734089;Bus 155: Hintersee => Salzburg;
7734229;Bus 130: Salzburg - Friedburg;
7734259;Bus 131: Salzburg => Berndorf;
7734284;Bus 130: Friedburg - Salzburg;
7734295;Bus 131: Berndorf => Salzburg;
7740179;Bus 842: Seitzersdorf-Wolfpassing Birkenspitz => Pettendorf Ringstraße;
7740731;Bus 842: Stetteldorf Marktgasse => Hausleiten Schulen;
7740732;Bus 842: Stetteldorf Kirchenplatz => Hausleiten Schulen;
7740733;Bus 842: Hausleiten Schulen => Hausleiten Schulen (über Stetteldorf Kindergarten);
7740734;Bus 842: Hausleiten Schulen => Gaisruck Bahnhof;
7740735;Bus 842: Hausleiten Schulen => Eggendorf am Wagram Rossberg;
7740776;Bus 842: Hausleiten Schulen => Stetteldorf Kirchenplatz;
7740777;Bus 842: Hausleiten Schulen => Stetteldorf Kindergarten;
7740814;Bus 842: Hausleiten Schulen => Perzendorf Ortsmitte;
7740945;Bus 842: Hausleiten Schulen => Seitzersdorf-Wolfpassing Birkenspitz (über Stetteldorf Absdorfer Straße);
7740946;Bus 842: Hausleiten Schulen => Stockerauer Straße;
7740947;Bus 842: Hausleiten Schulen => Hausleiten Schulen (über Zissersdorf Quellenstraße);
7740985;Bus 842: Seitzersdorf-Wolfpassing Kapelle => Hausleiten Schulen (über Zissersdorf Ahragartensiedlung);
7741026;Bus 842: Seitzersdorf-Wolfpassing Kapelle => Hausleiten Schulen;
7741027;Bus 842: Goldgeben Kapelle => Hausleiten Schulen;
7746596;Bus 853: Korneuburg AHS/SPZ => Enzersfeld Grießleitenweg;
7746638;Bus 853: Korneuburg Hauptplatz => Enzersfeld Grießleitenweg;
7746658;Bus 853: Korneuburg Hauptplatz => Enzersfeld Grießleitenweg (über Bisamberg Firma Blaha);
7746659;Bus 853: Korneuburg Bahnhof => Kleinengersdorf Flandorferweg;
7746660;Bus 853: Korneuburg Bahnhof => Enzersfeld Grießleitenweg;
7746705;Bus 853: Enzersfeld Volksschule => Korneuburg Bahnhof;
7746742;Bus 853: Enzersfeld Grießleitenweg => Korneuburg AHS/SPZ;
7746743;Bus 853: Enzersfeld Grießleitenweg => Korneuburg AHS/SPZ (über Bisamberg Firma Blaha);
7746774;Bus 853: Enzersfeld Grießleitenweg => Korneuburg Bahnhof;
7746802;Bus 853: Enzersfeld Grießleitenweg => Korneuburg Bahnhof (über Bisamberg Firma Blaha);
7746803;Bus 853: Hagenbrunn Königsbrunner Straße => Korneuburg AHS/SPZ;
7746852;Bus 830: Stockerau Judithastraße => Korneuburg Bahnhof;
7746863;Bus 830: Stockerau Bahnhof => Korneuburg Bahnhof;
7746871;Bus 830: Stockerau Judithastraße => Korneuburg Bahnhof (über Unterrohrbach Ortsmitte);
7746872;Bus 830: Stockerau Bahnhof => Korneuburg Bahnhof (über Unterrohrbach Ortsmitte);
7746876;Bus 830: Stockerau Bahnhof => Korneuburg Bahnhof (über Unterrohrbach Ortsmitte und Korneuburg HAK);
7746881;Bus 830: Stockerau Unter den Linden/Gymnasium => Korneuburg Bahnhof;
7746882;Bus 830: Stockerau Judithastraße => Korneuburg Bahnhof (nicht über Stockerau Bahnhof);
7747069;Bus 830: Korneuburg Bahnhof => Stockerau Bahnhof (über Unterrohrbach Ortsmitte);
7747124;Bus 830: Korneuburg Bahnhof => Stockerau Unter den Linden/Gymnasium (über Korneuburg Friedhof);
7747125;Bus 830: Korneuburg Bahnhof => Stockerau Unter den Linden/Gymnasium (über Korneuburg Landesklinikum);
7747126;Bus 830: Korneuburg Bahnhof => Stockerau Kloster;
7747127;Bus 830: Korneuburg Bahnhof => Stockerau Judithastraße (über Unterrohrbach Ortsmitte);
7747128;Bus 830: Korneuburg Bahnhof => Stockerau Judithastraße;
7747129;Bus 830: Korneuburg Bahnhof => Stockerau Bahnhof;
7747133;Bus 830: Korneuburg AHS/SPZ => Stockerau Unter den Linden/Gymnasium (über Unterrohrbach Ortsmitte);
7747134;Bus 830: Korneuburg HAK => Stockerau Unter den Linden/Gymnasium (Eilkurs);
7749558;Bus 858: Korneuburg Bahnhof => Ernstbrunn Hauptplatz (über Stetten Gewerbegebiet, nicht über Tresdorf Gewerbepark);
7749604;Bus 858: Korneuburg Bahnhof => Tresdorf Gewerbepark;
7749605;Bus 858: Ernstbrunn Hauptplatz => Naglern Ortsmitte;
7749606;Bus 858: Korneuburg Bahnhof => Naglern Ortsmitte;
7749607;Bus 858: Korneuburg Bahnhof => Ernstbrunn Hauptplatz;
7749608;Bus 858: Korneuburg Bahnhof => Ernstbrunn Hauptplatz (über Stetten Gewerbegebiet, Tresdorf Gewerbepark und Harmannsdorf bei Korneuburg Schule);
7749688;Bus 858: Korneuburg Bahnhof => Ernstbrunn Schulen (über Lachsfeld Ortsmitte);
7749689;Bus 858: Korneuburg Bahnhof => Ernstbrunn Schulen (nicht über Hetzmannsdorf bei Korneuburg Feuerwehr);
7750037;Bus 858: Naglern Ortsmitte => Korneuburg Bahnhof (über Obergänserndorf Hoftenngasse, nicht über Harmannsdorf bei Korneuburg Schule);
7750038;Bus 858: Naglern Ortsmitte => Korneuburg Bahnhof;
7750039;Bus 858: Naglern Ortsmitte => Korneuburg Bahnhof (über Obergänserndorf Hoftenngasse);
7750048;Bus 858: Ernstbrunn Schulen => Korneuburg Bahnhof (über Stetten Gewerbegebiet);
7750049;Bus 858: Ernstbrunn Schulen => Korneuburg Bahnhof;
7750050;Bus 858: Ernstbrunn Schulen => Korneuburg Bahnhof (über Weinsteig Ort, nicht über Harmannsdorf bei Korneuburg Schule);
7750059;Bus 858: Ernstbrunn Hauptplatz => Korneuburg Bahnhof (über Weinsteig Ort, nicht über Harmannsdorf bei Korneuburg Schule);
7750069;Bus 858: Ernstbrunn Hauptplatz => Korneuburg Bahnhof (über Weinsteig Ort, Stetten Gewerbegebiet und Korneuburg Hauptplatz, nicht über Harmannsdorf bei Korneuburg Schule und Tresdorf Gewerbepark);
7750070;Bus 858: Ernstbrunn Hauptplatz => Korneuburg Bahnhof (über Weinsteig Ort, Stetten Gewerbegebiet, Tresdorf Gewerbepark und Korneuburg Hauptplatz, nicht über Harmannsdorf bei Korneuburg Schule);
7750071;Bus 858: Ernstbrunn Hauptplatz => Korneuburg Bahnhof (über Weinsteig Ort und Harmannsdorf bei Korneuburg Schule und Korneuburg Hauptplatz);
7750072;Bus 858: Ernstbrunn Hauptplatz => Korneuburg Bahnhof (über Weinsteig Ort und Harmannsdorf bei Korneuburg Schule);
7772956;Bus 28: Grödig Hangenden Stein => Europark;
7782337;Bus 23: Ferdinand-Hanusch-Platz => Obergnigl;
7784250;Bus 28: Europark => Ferdinand-Hanusch-Platz;
7798180;Bus 456: Schwaz EKZ Interspar => Telfs Lumma Krehbachgasse;
7814363;Bus 23: Freibad Leopoldskron => Fadingerstraße;
7814364;Bus 23: Fadingerstraße => Freibad Leopoldskron;
7814365;Bus 23: Ferdinand-Hanusch-Platz => Fadingerstraße;
7814366;Bus 23: Freibad Leopoldskron => Obergnigl;
7814403;Bus 34: Christian-Doppler-Klinik => Europark;
7814443;Bus 24: Ferdinand-Hanusch-Platz => Freilassing;
7814472;Bus 27: Viehhausen Schule => Sportzentrum Nonntal;
7814473;Bus 27: Viehhausen Schule => Ferdinand-Hanusch-Platz;
7814474;Bus 27: Walserfeld Schule => Ferdinand-Hanusch-Platz;
7814475;Bus 27: Walserfeld Schule => Sportzentrum Nonntal;
7814476;Bus 27: Sportzentrum Nonntal => Viehhausen;
7824322;Bus 154: Hof => Ebenau;
7824365;Bus 154: Ebenau => Hof;
7827211;Bus 553: Großenzersdorf Busbahnhof => Orth/Donau Gemeindeamt;
7834697;Bus 155: Tiefbrunnau => Faistenau;
7834890;Bus 156: Sankt Gilgen => Mondsee;
7834916;Bus 156: Mondsee => Sankt Gilgen;
7835249;Bus 826: Leitzersdorf Ortsmitte => Bruderndorf Gartenstraße;
7835251;Bus 826: Stockerau Bahnhof => Maisbirbaum Ortsmitte;
7835252;Bus 826: Stockerau Bahnhof => Bruderndorf Gartenstraße (über Stockerau Judithastraße und Niederfellabrunn Volksschule);
7835253;Bus 826: Stockerau Bahnhof => Bruderndorf Gartenstraße (über Niederfellabrunn Volksschule);
7835254;Bus 826: Stockerau Bahnhof => Bruderndorf Gartenstraße (über Stockerau Judithastraße);
7835255;Bus 826: Stockerau Bahnhof => Bruderndorf Gartenstraße;
7838862;Bus 826: Bruderndorf Gartenstraße => Stockerau Bahnhof (über Niederfellabrunn Volksschule und Stockerau Unter den Linden/Gymnasium);
7838863;Bus 826: Bruderndorf Gartenstraße => Stockerau Bahnhof (über Stockerau Unter den Linden/Gymnasium);
7838864;Bus 826: Maisbirbaum Ortsmitte => Stockerau Bahnhof;
7838865;Bus 826: Bruderndorf Gartenstraße => Stockerau Bahnhof;
7848043;Klassische Amphibienbus-Stadtrundfahrt;
7871372;Bus 71B: Bahnhof Kaiserebersdorf => Zentralfriedhof 3. Tor;
7871373;Bus 71B: Zentralfriedhof 9. Tor => Zentralfriedhof 3. Tor;
7871375;Bus 71B: Zentralfriedhof 3. Tor => Zentralfriedhof 9. Tor;
7871380;Bus 71B: Zentralfriedhof 3. Tor => Bahnhof Kaiserebersdorf;
7887072;Wildmoos;
8010605;Bus 541: Siebenbrunn-L. => Schönfeld-Lassee;
8010606;Bus 541: Schönfeld-Lassee => Siebenbrunn-L.;
8020469;Bus 432: Hinterstoder - Baumschlagerreith;
8020579;Bus 432: Baumschlagerreith - Hinterstoder;
8023453;VVT Linie 962: Teilstrecke Lienz – Assling Vergein über Thal Bahnhof;
8023712;VVT Linie 962: Teilstrecke Assling Vergein – Lienz über Thal Bahnhof;
8023931;VVT Linie 962: Teilstrecke Lienz – Assling Oberthal Straßenbrücke über Assling Bannberg;
8023967;VVT Linie 962: Teilstrecke Assling Unterassling – Lienz über Assling Bannberg;
8024359;VVT Linie 962: Teilstrecke Abfaltersbach Gemeindeamt – Lienz über Anras Gemeindeamt;
8024360;VVT Linie 962: Teilstrecke Lienz – Abfaltersbach Gemeindeamt über Anras Gemeindeamt;
8024456;VVT Linie 962: Teilstrecke Abfaltersbach Gemeindeamt – Lienz über Pustertaler Höhenstraße;
8024457;VVT Linie 962: Teilstrecke Lienz –Abfaltersbach Gemeindeamt über Pustertaler Höhenstraße;
8027189;Bus 828: Bad Reichenhall Hauptbahnhof => Melleck Ortsmitte;
8030209;Bus 836: Berchtesgaden => Freilassing;
8049880;Flixbus 040: München Flughafen => Innsbruck, Südbahnstraße;
8078555;Bus 11: Villach Hauptbahnhof => Perau Volkshaus => Villach Hauptbahnhof;
8081500;Bus 28: Ferdinand-Hanusch-Platz => Europark;
8091056;Bus 22: Josefiau => Vilniusstraße;
8091102;Bus 22: Josefiau => Lastenstraße;
8091125;Bus 22: Lastenstraße => Josefiau;
8098890;Bus 703: Voitsberg Bahnhof => Kainach Gasthaus Neuhäusl;
8099066;Bus 703: Kainach Gasthaus Neuhäusl => Voitsberg Schulzentrum;
8099680;Bus 71: Villach 10.-Oktober-Straße => Vassacher See => Hauptbahnhof;
8111874;Bus 23: Fadingerstraße => Ferdinand-Hanusch-Platz;
8111931;Bus 23: Obergnigl => Freibad Leopoldskron;
8111941;Bus 23: Obergnigl => Ferdinand-Hanusch-Platz;
8122520;Bus 9535 Mozartexpress: Entfelden Gasthaus Blaserwirt => Reit im Winkl => Ruhpolding => Inzell => Bad Reichenhall => Salzburg, Mirabellplatz;
8127558;Bus 25: Grödig Untersbergbahn => Hauptbahnhof;
8127760;Bus 34: Europark => Forellenwegsiedlung;
8127801;Bus 34: Forellenwegsiedlung => Europark;
8130819;Bus 35: Fürstenbrunn => Rif;
8131041;Bus 35: Rif => Fürstenbrunn;
8131112;Bus 35: Rif => Fürstenbrunn;
8133542;Bus 36E: Feldkirch → Vaduz;
8133601;Bus 36E: Vaduz → Feldkirch;
8134206;Bus 36E: Triesen → Feldkirch;
8136069;Bus 840: Berchtesgaden => Salzburg;
8139236;Bus 14: Schaan → Feldkirch;
8139259;Bus 14: Feldkirch → Schaan;
8141251;Bus 14: Vaduz → Feldkirch;
8142959;Bus 14: Feldkirch → Vaduz;
8149010;Bus 151: Gaisbergspitze => Salzburg;
8149011;Bus 151: Salzburg => Gaisbergspitze;
8167854;Bus 719: Geistthal Gasthaus Kollmann => Söding-Mooskirchen Bahnhof;
8167867;Bus 719: Söding-Mooskirchen Bahnhof => Geistthal Gasthaus Kollmann;
8188284;Bus 551: Groß-Enzersdorf Auvorstadt => Gänserndorf Busbahnhof;
8193955;Bus 1: Gaimberg Zettersfeldbahn => Tristach Seewiese;
8197231;Bus 2: Tristach Parkhotel => Lienz Gymnasium;
8197241;Bus 3: Lienz Falkensteinerweg => Thurn Rottman;
8213049;Bus 813: Laa an der Thaya Therme => Hollabrunn Bahnhof;
8213138;Bus 813: Laa an der Thaya Bahnhof => Hollabrunn Kirchenplatz;
8213139;Bus 813: Laa an der Thaya Bahnhof => Hollabrunn Bahnhof (über Peigarten bei Haugsdorf Ortsmitte);
8213140;Bus 813: Laa an der Thaya Bahnhof => Guntersdorf Bahnhof;
8213141;Bus 813: Laa an der Thaya Therme => Guntersdorf Bahnhof;
8213142;Bus 813: Laa an der Thaya Therme => Alberndorf im Pulkautal Gemeindeamt;
8213143;Bus 813: Laa an der Thaya Bahnhof => Untermarkersdorf Gasthaus Pulkautaler;
8213144;Bus 813: Großkadolz Glockenturm => Untermarkersdorf Gasthaus Pulkautaler (über Seefeld);
8213145;Bus 813: Laa an der Thaya Therme => Großkadolz Glockenturm;
8213162;Bus 813: Jetzelsdorf Kriegerdenkmal => Hollabrunn Kirchenplatz;
8213310;Bus 813: Laa an der Thaya Stadtplatz => Wulzeshofen Gemeindeamt;
8213320;Bus 813: Großkadolz Glockenturm => Untermarkersdorf Gasthaus Pulkautaler (nicht über Seefeld);
8213420;Bus 813: Großkadolz Glockenturm => Hollabrunn Bahnhof;
8213421;Bus 813: Großkadolz Glockenturm => Guntersdorf Bahnhof;
8213422;Bus 813: Mailberg Hauptplatz => Guntersdorf Bahnhof;
8213423;Bus 813: Haugsdorf Mittelschule => Hollabrunn Kirchenplatz (über Peigarten bei Haugsdorf Ortsmitte);
8213534;Bus 813: Mailberg Hauptplatz => Hollabrunn Kirchenplatz;
8213955;Bus 813: Hollabrunn Kirchenplatz => Laa an der Thaya Therme;
8213966;Bus 813: Hollabrunn Hauptplatz => Großkadolz Glockenturm;
8213967;Bus 813: Hollabrunn Kirchenplatz => Großkadolz Glockenturm;
8213997;Bus 813: Hollabrunn Hauptplatz => Großkadolz Glockenturm (über Guntersdorf Bahnhof);
8213998;Bus 813: Hollabrunn Hauptplatz => Großkadolz Glockenturm (über Peigarten bei Haugsdorf Ortsmitte);
8213999;Bus 813: Hollabrunn Hauptplatz => Laa an der Thaya Therme;
8214012;Bus 813: Hollabrunn Bahnhof => Großkadolz Glockenturm (über Guntersdorf Bahnhof);
